dataset,datafile,filter_function,processing time
medium,"hic_5k_net_11.json",ev_norm_3,0.35766005516052246
medium,"hic_5k_net_11.json",ev_norm_4,0.35766005516052246
medium,"hic_5k_net_11.json",ev_norm_5,0.35766005516052246
medium,"random_geometric_graph(400,0.1).json",agd,1.1333608627319336
medium,"random_geometric_graph(400,0.1).json",ecc,0.9608821868896484
medium,"random_geometric_graph(400,0.1).json",pr_0_85,0.22588491439819336
medium,"random_geometric_graph(400,0.1).json",fv,0.4370100498199463
medium,"random_geometric_graph(400,0.1).json",fv_norm,0.07400178909301758
medium,"random_geometric_graph(400,0.1).json",den_0_5,0.9572181701660156
medium,"random_geometric_graph(400,0.1).json",ev_1,0.08978414535522461
medium,"random_geometric_graph(400,0.1).json",ev_2,0.08978414535522461
medium,"random_geometric_graph(400,0.1).json",ev_3,0.08978414535522461
medium,"random_geometric_graph(400,0.1).json",ev_4,0.08978414535522461
medium,"random_geometric_graph(400,0.1).json",ev_5,0.08978414535522461
medium,"random_geometric_graph(400,0.1).json",ev_norm_1,0.09576606750488281
medium,"random_geometric_graph(400,0.1).json",ev_norm_2,0.09576606750488281
medium,"random_geometric_graph(400,0.1).json",ev_norm_3,0.09576606750488281
medium,"random_geometric_graph(400,0.1).json",ev_norm_4,0.09576606750488281
medium,"random_geometric_graph(400,0.1).json",ev_norm_5,0.09576606750488281
medium,"balanced_tree(4,4).json",agd,0.28792905807495117
medium,"balanced_tree(4,4).json",ecc,0.35748910903930664
medium,"balanced_tree(4,4).json",pr_0_85,0.14190006256103516
medium,"balanced_tree(4,4).json",fv,0.027714967727661133
medium,"balanced_tree(4,4).json",fv_norm,0.015107870101928711
medium,"balanced_tree(4,4).json",den_0_5,0.3086519241333008
medium,"balanced_tree(4,4).json",ev_1,0.0988149642944336
medium,"balanced_tree(4,4).json",ev_2,0.0988149642944336
medium,"balanced_tree(4,4).json",ev_3,0.0988149642944336
medium,"balanced_tree(4,4).json",ev_4,0.0988149642944336
medium,"balanced_tree(4,4).json",ev_5,0.0988149642944336
medium,"balanced_tree(4,4).json",ev_norm_1,0.08979105949401855
medium,"balanced_tree(4,4).json",ev_norm_2,0.08979105949401855
medium,"balanced_tree(4,4).json",ev_norm_3,0.08979105949401855
medium,"balanced_tree(4,4).json",ev_norm_4,0.08979105949401855
medium,"balanced_tree(4,4).json",ev_norm_5,0.08979105949401855
medium,"flower_7_1_out.json",agd,0.7433741092681885
medium,"flower_7_1_out.json",ecc,0.7214341163635254
medium,"flower_7_1_out.json",pr_0_85,0.1717829704284668
medium,"flower_7_1_out.json",fv,0.23351407051086426
medium,"flower_7_1_out.json",fv_norm,0.0827341079711914
medium,"flower_7_1_out.json",den_0_5,0.7726719379425049
medium,"flower_7_1_out.json",ev_1,0.14953207969665527
medium,"flower_7_1_out.json",ev_2,0.14953207969665527
medium,"flower_7_1_out.json",ev_3,0.14953207969665527
medium,"flower_7_1_out.json",ev_4,0.14953207969665527
medium,"flower_7_1_out.json",ev_5,0.14953207969665527
medium,"flower_7_1_out.json",ev_norm_1,0.14916205406188965
medium,"flower_7_1_out.json",ev_norm_2,0.14916205406188965
medium,"flower_7_1_out.json",ev_norm_3,0.14916205406188965
medium,"flower_7_1_out.json",ev_norm_4,0.14916205406188965
medium,"flower_7_1_out.json",ev_norm_5,0.14916205406188965
medium,"movies.json",agd,0.05008983612060547
medium,"movies.json",ecc,0.05464482307434082
medium,"movies.json",pr_0_85,0.06817984580993652
medium,"movies.json",fv,0.16513490676879883
medium,"movies.json",fv_norm,0.043505191802978516
medium,"movies.json",den_0_5,0.05615520477294922
medium,"movies.json",ev_1,0.01299905776977539
medium,"movies.json",ev_2,0.01299905776977539
medium,"movies.json",ev_3,0.01299905776977539
medium,"movies.json",ev_4,0.01299905776977539
medium,"movies.json",ev_5,0.01299905776977539
medium,"movies.json",ev_norm_1,0.014059066772460938
medium,"movies.json",ev_norm_2,0.014059066772460938
medium,"movies.json",ev_norm_3,0.014059066772460938
medium,"movies.json",ev_norm_4,0.014059066772460938
medium,"movies.json",ev_norm_5,0.014059066772460938
medium,"hic_5k_net_10.json",agd,10.711643934249878
medium,"hic_5k_net_10.json",ecc,5.822751045227051
medium,"hic_5k_net_10.json",pr_0_85,0.4472839832305908
medium,"hic_5k_net_10.json",fv,0.13122987747192383
medium,"hic_5k_net_10.json",fv_norm,0.09997916221618652
medium,"hic_5k_net_10.json",den_0_5,10.329885959625244
medium,"hic_5k_net_10.json",ev_1,0.20898199081420898
medium,"hic_5k_net_10.json",ev_2,0.20898199081420898
medium,"hic_5k_net_10.json",ev_3,0.20898199081420898
medium,"hic_5k_net_10.json",ev_4,0.20898199081420898
medium,"hic_5k_net_10.json",ev_5,0.20898199081420898
medium,"hic_5k_net_10.json",ev_norm_1,0.16992497444152832
medium,"hic_5k_net_10.json",ev_norm_2,0.16992497444152832
medium,"hic_5k_net_10.json",ev_norm_3,0.16992497444152832
medium,"hic_5k_net_10.json",ev_norm_4,0.16992497444152832
medium,"hic_5k_net_10.json",ev_norm_5,0.16992497444152832
medium,"community_graph_2.json",agd,6.089278936386108
medium,"community_graph_2.json",ecc,3.6249709129333496
medium,"community_graph_2.json",pr_0_85,1.2126798629760742
medium,"community_graph_2.json",fv,0.2748699188232422
medium,"community_graph_2.json",fv_norm,0.17715811729431152
medium,"community_graph_2.json",den_0_5,5.509674310684204
medium,"community_graph_2.json",ev_1,0.10365104675292969
medium,"community_graph_2.json",ev_2,0.10365104675292969
medium,"community_graph_2.json",ev_3,0.10365104675292969
medium,"community_graph_2.json",ev_4,0.10365104675292969
medium,"community_graph_2.json",ev_5,0.10365104675292969
medium,"community_graph_2.json",ev_norm_1,0.08519887924194336
medium,"community_graph_2.json",ev_norm_2,0.08519887924194336
medium,"community_graph_2.json",ev_norm_3,0.08519887924194336
medium,"community_graph_2.json",ev_norm_4,0.08519887924194336
medium,"community_graph_2.json",ev_norm_5,0.08519887924194336
medium,"balanced_tree(5,4).json",agd,1.2311797142028809
medium,"balanced_tree(5,4).json",ecc,1.4627141952514648
medium,"balanced_tree(5,4).json",pr_0_85,0.31674814224243164
medium,"balanced_tree(5,4).json",fv,0.01852583885192871
medium,"balanced_tree(5,4).json",fv_norm,0.020756006240844727
medium,"balanced_tree(5,4).json",den_0_5,1.3545548915863037
medium,"balanced_tree(5,4).json",ev_1,0.39023685455322266
medium,"balanced_tree(5,4).json",ev_2,0.39023685455322266
medium,"balanced_tree(5,4).json",ev_3,0.39023685455322266
medium,"balanced_tree(5,4).json",ev_4,0.39023685455322266
medium,"balanced_tree(5,4).json",ev_5,0.39023685455322266
medium,"balanced_tree(5,4).json",ev_norm_1,0.3878459930419922
medium,"balanced_tree(5,4).json",ev_norm_2,0.3878459930419922
medium,"balanced_tree(5,4).json",ev_norm_3,0.3878459930419922
medium,"balanced_tree(5,4).json",ev_norm_4,0.3878459930419922
medium,"balanced_tree(5,4).json",ev_norm_5,0.3878459930419922
medium,"connected_caveman_graph(15,30).json",agd,2.3120999336242676
medium,"connected_caveman_graph(15,30).json",ecc,1.64662504196167
medium,"connected_caveman_graph(15,30).json",pr_0_85,0.19777989387512207
medium,"connected_caveman_graph(15,30).json",fv,0.06535816192626953
medium,"connected_caveman_graph(15,30).json",fv_norm,0.0666191577911377
medium,"connected_caveman_graph(15,30).json",den_0_5,2.1616570949554443
medium,"connected_caveman_graph(15,30).json",ev_1,0.10421514511108398
medium,"connected_caveman_graph(15,30).json",ev_2,0.10421514511108398
medium,"connected_caveman_graph(15,30).json",ev_3,0.10421514511108398
medium,"connected_caveman_graph(15,30).json",ev_4,0.10421514511108398
medium,"connected_caveman_graph(15,30).json",ev_5,0.10421514511108398
medium,"connected_caveman_graph(15,30).json",ev_norm_1,0.11284184455871582
medium,"connected_caveman_graph(15,30).json",ev_norm_2,0.11284184455871582
medium,"connected_caveman_graph(15,30).json",ev_norm_3,0.11284184455871582
medium,"connected_caveman_graph(15,30).json",ev_norm_4,0.11284184455871582
medium,"connected_caveman_graph(15,30).json",ev_norm_5,0.11284184455871582
medium,"USair97.json",agd,1.0278959274291992
medium,"USair97.json",ecc,0.7843718528747559
medium,"USair97.json",pr_0_85,0.2743678092956543
medium,"USair97.json",fv,4.229298114776611
medium,"USair97.json",fv_norm,0.13695311546325684
medium,"USair97.json",den_0_5,0.7800228595733643
medium,"USair97.json",ev_1,0.08894491195678711
medium,"USair97.json",ev_2,0.08894491195678711
medium,"USair97.json",ev_3,0.08894491195678711
medium,"USair97.json",ev_4,0.08894491195678711
medium,"USair97.json",ev_5,0.08894491195678711
medium,"USair97.json",ev_norm_1,0.09103989601135254
medium,"USair97.json",ev_norm_2,0.09103989601135254
medium,"USair97.json",ev_norm_3,0.09103989601135254
medium,"USair97.json",ev_norm_4,0.09103989601135254
medium,"USair97.json",ev_norm_5,0.09103989601135254
medium,"barbell_graph(50,50).json",agd,0.3241422176361084
medium,"barbell_graph(50,50).json",ecc,0.23488306999206543
medium,"barbell_graph(50,50).json",pr_0_85,0.18291497230529785
medium,"barbell_graph(50,50).json",fv,0.028609037399291992
medium,"barbell_graph(50,50).json",fv_norm,0.022111177444458008
medium,"barbell_graph(50,50).json",den_0_5,0.3116579055786133
medium,"barbell_graph(50,50).json",ev_1,0.01996016502380371
medium,"barbell_graph(50,50).json",ev_2,0.01996016502380371
medium,"barbell_graph(50,50).json",ev_3,0.01996016502380371
medium,"barbell_graph(50,50).json",ev_4,0.01996016502380371
medium,"barbell_graph(50,50).json",ev_5,0.01996016502380371
medium,"barbell_graph(50,50).json",ev_norm_1,0.024218082427978516
medium,"barbell_graph(50,50).json",ev_norm_2,0.024218082427978516
medium,"barbell_graph(50,50).json",ev_norm_3,0.024218082427978516
medium,"barbell_graph(50,50).json",ev_norm_4,0.024218082427978516
medium,"barbell_graph(50,50).json",ev_norm_5,0.024218082427978516
medium,"bcsstk20.json",agd,0.8033280372619629
medium,"bcsstk20.json",ecc,0.7845761775970459
medium,"bcsstk20.json",pr_0_85,0.14930009841918945
medium,"bcsstk20.json",fv,0.4999849796295166
medium,"bcsstk20.json",fv_norm,0.08962106704711914
medium,"bcsstk20.json",den_0_5,0.8340787887573242
medium,"bcsstk20.json",ev_1,0.14656996726989746
medium,"bcsstk20.json",ev_2,0.14656996726989746
medium,"bcsstk20.json",ev_3,0.14656996726989746
medium,"bcsstk20.json",ev_4,0.14656996726989746
medium,"bcsstk20.json",ev_5,0.14656996726989746
medium,"bcsstk20.json",ev_norm_1,0.14599084854125977
medium,"bcsstk20.json",ev_norm_2,0.14599084854125977
medium,"bcsstk20.json",ev_norm_3,0.14599084854125977
medium,"bcsstk20.json",ev_norm_4,0.14599084854125977
medium,"bcsstk20.json",ev_norm_5,0.14599084854125977
medium,"watts_strogatz_graph(100,5,0.25).json",agd,0.043849945068359375
medium,"watts_strogatz_graph(100,5,0.25).json",ecc,0.05414915084838867
medium,"watts_strogatz_graph(100,5,0.25).json",pr_0_85,0.027009010314941406
medium,"watts_strogatz_graph(100,5,0.25).json",fv,0.12421417236328125
medium,"watts_strogatz_graph(100,5,0.25).json",fv_norm,0.04879903793334961
medium,"watts_strogatz_graph(100,5,0.25).json",den_0_5,0.05243802070617676
medium,"watts_strogatz_graph(100,5,0.25).json",ev_1,0.012122869491577148
medium,"watts_strogatz_graph(100,5,0.25).json",ev_2,0.012122869491577148
medium,"watts_strogatz_graph(100,5,0.25).json",ev_3,0.012122869491577148
medium,"watts_strogatz_graph(100,5,0.25).json",ev_4,0.012122869491577148
medium,"watts_strogatz_graph(100,5,0.25).json",ev_5,0.012122869491577148
medium,"watts_strogatz_graph(100,5,0.25).json",ev_norm_1,0.013885021209716797
medium,"watts_strogatz_graph(100,5,0.25).json",ev_norm_2,0.013885021209716797
medium,"watts_strogatz_graph(100,5,0.25).json",ev_norm_3,0.013885021209716797
medium,"watts_strogatz_graph(100,5,0.25).json",ev_norm_4,0.013885021209716797
medium,"watts_strogatz_graph(100,5,0.25).json",ev_norm_5,0.013885021209716797
medium,"random_lobster(50,0_4,0_6).json",agd,0.11084508895874023
medium,"random_lobster(50,0_4,0_6).json",ecc,0.1824808120727539
medium,"random_lobster(50,0_4,0_6).json",pr_0_85,0.08319091796875
medium,"random_lobster(50,0_4,0_6).json",fv,0.050987958908081055
medium,"random_lobster(50,0_4,0_6).json",fv_norm,0.02599620819091797
medium,"random_lobster(50,0_4,0_6).json",den_0_5,0.13985395431518555
medium,"random_lobster(50,0_4,0_6).json",ev_1,0.034066200256347656
medium,"random_lobster(50,0_4,0_6).json",ev_2,0.034066200256347656
medium,"random_lobster(50,0_4,0_6).json",ev_3,0.034066200256347656
medium,"random_lobster(50,0_4,0_6).json",ev_4,0.034066200256347656
medium,"random_lobster(50,0_4,0_6).json",ev_5,0.034066200256347656
medium,"random_lobster(50,0_4,0_6).json",ev_norm_1,0.040212392807006836
medium,"random_lobster(50,0_4,0_6).json",ev_norm_2,0.040212392807006836
medium,"random_lobster(50,0_4,0_6).json",ev_norm_3,0.040212392807006836
medium,"random_lobster(50,0_4,0_6).json",ev_norm_4,0.040212392807006836
medium,"random_lobster(50,0_4,0_6).json",ev_norm_5,0.040212392807006836
medium,"hic_5k_net_17.json",agd,3.7263569831848145
medium,"hic_5k_net_17.json",ecc,2.055238962173462
medium,"hic_5k_net_17.json",pr_0_85,0.25020909309387207
medium,"hic_5k_net_17.json",fv,0.05562329292297363
medium,"hic_5k_net_17.json",fv_norm,0.05349087715148926
medium,"hic_5k_net_17.json",den_0_5,3.2390248775482178
medium,"hic_5k_net_17.json",ev_1,0.07940006256103516
medium,"hic_5k_net_17.json",ev_2,0.07940006256103516
medium,"hic_5k_net_17.json",ev_3,0.07940006256103516
medium,"hic_5k_net_17.json",ev_4,0.07940006256103516
medium,"hic_5k_net_17.json",ev_5,0.07940006256103516
medium,"hic_5k_net_17.json",ev_norm_1,0.0554959774017334
medium,"hic_5k_net_17.json",ev_norm_2,0.0554959774017334
medium,"hic_5k_net_17.json",ev_norm_3,0.0554959774017334
medium,"hic_5k_net_17.json",ev_norm_4,0.0554959774017334
medium,"hic_5k_net_17.json",ev_norm_5,0.0554959774017334
medium,"star_graph(50).json",agd,0.03270769119262695
medium,"star_graph(50).json",ecc,0.03923773765563965
medium,"star_graph(50).json",pr_0_85,0.04743766784667969
medium,"star_graph(50).json",fv,0.005941867828369141
medium,"star_graph(50).json",fv_norm,0.013806819915771484
medium,"star_graph(50).json",den_0_5,0.04269099235534668
medium,"star_graph(50).json",ev_1,0.00797891616821289
medium,"star_graph(50).json",ev_2,0.00797891616821289
medium,"star_graph(50).json",ev_3,0.00797891616821289
medium,"star_graph(50).json",ev_4,0.00797891616821289
medium,"star_graph(50).json",ev_5,0.00797891616821289
medium,"star_graph(50).json",ev_norm_1,0.010297298431396484
medium,"star_graph(50).json",ev_norm_2,0.010297298431396484
medium,"star_graph(50).json",ev_norm_3,0.010297298431396484
medium,"star_graph(50).json",ev_norm_4,0.010297298431396484
medium,"star_graph(50).json",ev_norm_5,0.010297298431396484
medium,"random_lobster(100,0_6,0_4).json",agd,0.6671161651611328
medium,"random_lobster(100,0_6,0_4).json",ecc,0.9318296909332275
medium,"random_lobster(100,0_6,0_4).json",pr_0_85,0.1913771629333496
medium,"random_lobster(100,0_6,0_4).json",fv,0.1427021026611328
medium,"random_lobster(100,0_6,0_4).json",fv_norm,0.05409383773803711
medium,"random_lobster(100,0_6,0_4).json",den_0_5,0.7525670528411865
medium,"random_lobster(100,0_6,0_4).json",ev_1,0.24201321601867676
medium,"random_lobster(100,0_6,0_4).json",ev_2,0.24201321601867676
medium,"random_lobster(100,0_6,0_4).json",ev_3,0.24201321601867676
medium,"random_lobster(100,0_6,0_4).json",ev_4,0.24201321601867676
medium,"random_lobster(100,0_6,0_4).json",ev_5,0.24201321601867676
medium,"random_lobster(100,0_6,0_4).json",ev_norm_1,0.24663615226745605
medium,"random_lobster(100,0_6,0_4).json",ev_norm_2,0.24663615226745605
medium,"random_lobster(100,0_6,0_4).json",ev_norm_3,0.24663615226745605
medium,"random_lobster(100,0_6,0_4).json",ev_norm_4,0.24663615226745605
medium,"random_lobster(100,0_6,0_4).json",ev_norm_5,0.24663615226745605
medium,"hic_5k_net_7.json",agd,5.665695905685425
medium,"hic_5k_net_7.json",ecc,3.24922776222229
medium,"hic_5k_net_7.json",pr_0_85,0.35156989097595215
medium,"hic_5k_net_7.json",fv,0.1172177791595459
medium,"hic_5k_net_7.json",fv_norm,0.09166312217712402
medium,"hic_5k_net_7.json",den_0_5,5.128840923309326
medium,"hic_5k_net_7.json",ev_1,0.10497903823852539
medium,"hic_5k_net_7.json",ev_2,0.10497903823852539
medium,"hic_5k_net_7.json",ev_3,0.10497903823852539
medium,"hic_5k_net_7.json",ev_4,0.10497903823852539
medium,"hic_5k_net_7.json",ev_5,0.10497903823852539
medium,"hic_5k_net_7.json",ev_norm_1,0.09453487396240234
medium,"hic_5k_net_7.json",ev_norm_2,0.09453487396240234
medium,"hic_5k_net_7.json",ev_norm_3,0.09453487396240234
medium,"hic_5k_net_7.json",ev_norm_4,0.09453487396240234
medium,"hic_5k_net_7.json",ev_norm_5,0.09453487396240234
medium,"hic_5k_net_21.json",agd,11.675837993621826
medium,"hic_5k_net_21.json",ecc,6.341005802154541
medium,"hic_5k_net_21.json",pr_0_85,0.46660590171813965
medium,"hic_5k_net_21.json",fv,0.09197497367858887
medium,"hic_5k_net_21.json",fv_norm,0.0840139389038086
medium,"hic_5k_net_21.json",den_0_5,11.23698091506958
medium,"hic_5k_net_21.json",ev_1,0.19793105125427246
medium,"hic_5k_net_21.json",ev_2,0.19793105125427246
medium,"hic_5k_net_21.json",ev_3,0.19793105125427246
medium,"hic_5k_net_21.json",ev_4,0.19793105125427246
medium,"hic_5k_net_21.json",ev_5,0.19793105125427246
medium,"hic_5k_net_21.json",ev_norm_1,0.1631300449371338
medium,"hic_5k_net_21.json",ev_norm_2,0.1631300449371338
medium,"hic_5k_net_21.json",ev_norm_3,0.1631300449371338
medium,"hic_5k_net_21.json",ev_norm_4,0.1631300449371338
medium,"hic_5k_net_21.json",ev_norm_5,0.1631300449371338
medium,"hic_5k_net_20.json",agd,1.5927350521087646
medium,"hic_5k_net_20.json",ecc,0.8799328804016113
medium,"hic_5k_net_20.json",pr_0_85,0.19233417510986328
medium,"hic_5k_net_20.json",fv,0.04098701477050781
medium,"hic_5k_net_20.json",fv_norm,0.039665937423706055
medium,"hic_5k_net_20.json",den_0_5,1.3263709545135498
medium,"hic_5k_net_20.json",ev_1,0.036563873291015625
medium,"hic_5k_net_20.json",ev_2,0.036563873291015625
medium,"hic_5k_net_20.json",ev_3,0.036563873291015625
medium,"hic_5k_net_20.json",ev_4,0.036563873291015625
medium,"hic_5k_net_20.json",ev_5,0.036563873291015625
medium,"hic_5k_net_20.json",ev_norm_1,0.0313260555267334
medium,"hic_5k_net_20.json",ev_norm_2,0.0313260555267334
medium,"hic_5k_net_20.json",ev_norm_3,0.0313260555267334
medium,"hic_5k_net_20.json",ev_norm_4,0.0313260555267334
medium,"hic_5k_net_20.json",ev_norm_5,0.0313260555267334
medium,"hic_5k_net_6.json",agd,1.132154941558838
medium,"hic_5k_net_6.json",ecc,0.665428876876831
medium,"hic_5k_net_6.json",pr_0_85,0.1547999382019043
medium,"hic_5k_net_6.json",fv,0.03219485282897949
medium,"hic_5k_net_6.json",fv_norm,0.03176593780517578
medium,"hic_5k_net_6.json",den_0_5,1.025583028793335
medium,"hic_5k_net_6.json",ev_1,0.0300447940826416
medium,"hic_5k_net_6.json",ev_2,0.0300447940826416
medium,"hic_5k_net_6.json",ev_3,0.0300447940826416
medium,"hic_5k_net_6.json",ev_4,0.0300447940826416
medium,"hic_5k_net_6.json",ev_5,0.0300447940826416
medium,"hic_5k_net_6.json",ev_norm_1,0.028393983840942383
medium,"hic_5k_net_6.json",ev_norm_2,0.028393983840942383
medium,"hic_5k_net_6.json",ev_norm_3,0.028393983840942383
medium,"hic_5k_net_6.json",ev_norm_4,0.028393983840942383
medium,"hic_5k_net_6.json",ev_norm_5,0.028393983840942383
medium,"dorogovtsev_goltsev_mendes_graph(5).json",agd,0.06643080711364746
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ecc,0.07691478729248047
medium,"dorogovtsev_goltsev_mendes_graph(5).json",pr_0_85,0.025616884231567383
medium,"dorogovtsev_goltsev_mendes_graph(5).json",fv,0.026556015014648438
medium,"dorogovtsev_goltsev_mendes_graph(5).json",fv_norm,0.01773691177368164
medium,"dorogovtsev_goltsev_mendes_graph(5).json",den_0_5,0.07725405693054199
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_1,0.014066219329833984
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_2,0.014066219329833984
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_3,0.014066219329833984
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_4,0.014066219329833984
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_5,0.014066219329833984
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_norm_1,0.013730049133300781
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_norm_2,0.013730049133300781
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_norm_3,0.013730049133300781
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_norm_4,0.013730049133300781
medium,"dorogovtsev_goltsev_mendes_graph(5).json",ev_norm_5,0.013730049133300781
medium,"watts_strogatz_graph(100,5,0.05).json",agd,0.04571104049682617
medium,"watts_strogatz_graph(100,5,0.05).json",ecc,0.054299116134643555
medium,"watts_strogatz_graph(100,5,0.05).json",pr_0_85,0.02181386947631836
medium,"watts_strogatz_graph(100,5,0.05).json",fv,0.04585909843444824
medium,"watts_strogatz_graph(100,5,0.05).json",fv_norm,0.022739887237548828
medium,"watts_strogatz_graph(100,5,0.05).json",den_0_5,0.04476785659790039
medium,"watts_strogatz_graph(100,5,0.05).json",ev_1,0.009315013885498047
medium,"watts_strogatz_graph(100,5,0.05).json",ev_2,0.009315013885498047
medium,"watts_strogatz_graph(100,5,0.05).json",ev_3,0.009315013885498047
medium,"watts_strogatz_graph(100,5,0.05).json",ev_4,0.009315013885498047
medium,"watts_strogatz_graph(100,5,0.05).json",ev_5,0.009315013885498047
medium,"watts_strogatz_graph(100,5,0.05).json",ev_norm_1,0.010661840438842773
medium,"watts_strogatz_graph(100,5,0.05).json",ev_norm_2,0.010661840438842773
medium,"watts_strogatz_graph(100,5,0.05).json",ev_norm_3,0.010661840438842773
medium,"watts_strogatz_graph(100,5,0.05).json",ev_norm_4,0.010661840438842773
medium,"watts_strogatz_graph(100,5,0.05).json",ev_norm_5,0.010661840438842773
medium,"connected_caveman_graph(10,20).json",agd,0.38405919075012207
medium,"connected_caveman_graph(10,20).json",ecc,0.31493401527404785
medium,"connected_caveman_graph(10,20).json",pr_0_85,0.06493186950683594
medium,"connected_caveman_graph(10,20).json",fv,0.020627260208129883
medium,"connected_caveman_graph(10,20).json",fv_norm,0.021333932876586914
medium,"connected_caveman_graph(10,20).json",den_0_5,0.3882102966308594
medium,"connected_caveman_graph(10,20).json",ev_1,0.037026166915893555
medium,"connected_caveman_graph(10,20).json",ev_2,0.037026166915893555
medium,"connected_caveman_graph(10,20).json",ev_3,0.037026166915893555
medium,"connected_caveman_graph(10,20).json",ev_4,0.037026166915893555
medium,"connected_caveman_graph(10,20).json",ev_5,0.037026166915893555
medium,"connected_caveman_graph(10,20).json",ev_norm_1,0.13907313346862793
medium,"connected_caveman_graph(10,20).json",ev_norm_2,0.13907313346862793
medium,"connected_caveman_graph(10,20).json",ev_norm_3,0.13907313346862793
medium,"connected_caveman_graph(10,20).json",ev_norm_4,0.13907313346862793
medium,"connected_caveman_graph(10,20).json",ev_norm_5,0.13907313346862793
medium,"hic_5k_net_16.json",agd,0.5763711929321289
medium,"hic_5k_net_16.json",ecc,0.31661295890808105
medium,"hic_5k_net_16.json",pr_0_85,0.10014796257019043
medium,"hic_5k_net_16.json",fv,0.01878213882446289
medium,"hic_5k_net_16.json",fv_norm,0.018871068954467773
medium,"hic_5k_net_16.json",den_0_5,0.5846290588378906
medium,"hic_5k_net_16.json",ev_1,0.01491403579711914
medium,"hic_5k_net_16.json",ev_2,0.01491403579711914
medium,"hic_5k_net_16.json",ev_3,0.01491403579711914
medium,"hic_5k_net_16.json",ev_4,0.01491403579711914
medium,"hic_5k_net_16.json",ev_5,0.01491403579711914
medium,"hic_5k_net_16.json",ev_norm_1,0.011508941650390625
medium,"hic_5k_net_16.json",ev_norm_2,0.011508941650390625
medium,"hic_5k_net_16.json",ev_norm_3,0.011508941650390625
medium,"hic_5k_net_16.json",ev_norm_4,0.011508941650390625
medium,"hic_5k_net_16.json",ev_norm_5,0.011508941650390625
medium,"caltech.json",agd,14.782301902770996
medium,"caltech.json",ecc,10.589461088180542
medium,"caltech.json",pr_0_85,1.1445999145507812
medium,"caltech.json",fv,20.519433975219727
medium,"caltech.json",fv_norm,0.30387377738952637
medium,"caltech.json",den_0_5,13.599921941757202
medium,"caltech.json",ev_1,0.4038679599761963
medium,"caltech.json",ev_2,0.4038679599761963
medium,"caltech.json",ev_3,0.4038679599761963
medium,"caltech.json",ev_4,0.4038679599761963
medium,"caltech.json",ev_5,0.4038679599761963
medium,"caltech.json",ev_norm_1,0.4736299514770508
medium,"caltech.json",ev_norm_2,0.4736299514770508
medium,"caltech.json",ev_norm_3,0.4736299514770508
medium,"caltech.json",ev_norm_4,0.4736299514770508
medium,"caltech.json",ev_norm_5,0.4736299514770508
medium,"hic_5k_net_9.json",agd,5.943479061126709
medium,"hic_5k_net_9.json",ecc,3.3707001209259033
medium,"hic_5k_net_9.json",pr_0_85,0.37610912322998047
medium,"hic_5k_net_9.json",fv,0.08288192749023438
medium,"hic_5k_net_9.json",fv_norm,0.07207489013671875
medium,"hic_5k_net_9.json",den_0_5,5.420871257781982
medium,"hic_5k_net_9.json",ev_1,0.12501120567321777
medium,"hic_5k_net_9.json",ev_2,0.12501120567321777
medium,"hic_5k_net_9.json",ev_3,0.12501120567321777
medium,"hic_5k_net_9.json",ev_4,0.12501120567321777
medium,"hic_5k_net_9.json",ev_5,0.12501120567321777
medium,"hic_5k_net_9.json",ev_norm_1,0.11368775367736816
medium,"hic_5k_net_9.json",ev_norm_2,0.11368775367736816
medium,"hic_5k_net_9.json",ev_norm_3,0.11368775367736816
medium,"hic_5k_net_9.json",ev_norm_4,0.11368775367736816
medium,"hic_5k_net_9.json",ev_norm_5,0.11368775367736816
medium,"balanced_tree(3,4).json",agd,0.04437398910522461
medium,"balanced_tree(3,4).json",ecc,0.06148076057434082
medium,"balanced_tree(3,4).json",pr_0_85,0.05992007255554199
medium,"balanced_tree(3,4).json",fv,0.012267112731933594
medium,"balanced_tree(3,4).json",fv_norm,0.014525890350341797
medium,"balanced_tree(3,4).json",den_0_5,0.05183911323547363
medium,"balanced_tree(3,4).json",ev_1,0.010995149612426758
medium,"balanced_tree(3,4).json",ev_2,0.010995149612426758
medium,"balanced_tree(3,4).json",ev_3,0.010995149612426758
medium,"balanced_tree(3,4).json",ev_4,0.010995149612426758
medium,"balanced_tree(3,4).json",ev_5,0.010995149612426758
medium,"balanced_tree(3,4).json",ev_norm_1,0.02193903923034668
medium,"balanced_tree(3,4).json",ev_norm_2,0.02193903923034668
medium,"balanced_tree(3,4).json",ev_norm_3,0.02193903923034668
medium,"balanced_tree(3,4).json",ev_norm_4,0.02193903923034668
medium,"balanced_tree(3,4).json",ev_norm_5,0.02193903923034668
medium,"collaboration_network.json",agd,0.5807180404663086
medium,"collaboration_network.json",ecc,0.5468950271606445
medium,"collaboration_network.json",pr_0_85,0.14909005165100098
