record #,subjectId,age,gender,vision,vis,secondsOnPage,userSelection,img1,img2,img3,img4,baseline
136,12,,,,,5.196,Option 4,"user_barbell_graph(50,20)_fv_30_async_label_prop.png",user_hic_5k_net_6_fv_30_async_label_prop.png,user_map_of_science_ecc_30_async_label_prop.png,user_map_of_science_den_0_5_30_async_label_prop.png,user_map_of_science.png
141,12,,,,,2.545,Option 3,user_bcsstk_agd_6_connected_components.png,"user_barbell_graph(50,20)_den_0_5_6_connected_components.png",user_bio-diseasome_ecc_6_connected_components.png,user_bio-diseasome_pr_0_85_6_connected_components.png,user_bio-diseasome.png
143,12,,,,,2.502,Option 2,user_bn-mouse-visual-cortex-2_agd_30_connected_components.png,"user_barbell_graph(50,20)_agd_30_connected_components.png","user_barbell_graph(50,20)_pr_0_85_30_connected_components.png",user_bcsstk22_fv_30_connected_components.png,"user_barbell_graph(50,20).png"
147,12,,,,,1.583,Option 2,user_map_of_science_den_0_5_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_6_connected_components.png,user_bio-celegans_fv_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5).png
153,12,,,,,4.368,Option 3,"user_connected_caveman_graph(15,30)_fv_6_async_label_prop.png",user_bio-celegans_fv_6_async_label_prop.png,user_bio-celegans_den_0_5_6_async_label_prop.png,"user_ring_of_cliques(6,70)_fv_6_async_label_prop.png",user_bio-celegans.png
159,12,,,,,2.629,Option 1,user_hic_5k_net_6_den_0_5_20_modularity.png,user_bcsstk20_agd_20_modularity.png,user_hic_5k_net_6_ecc_20_modularity.png,user_map_of_science_agd_20_modularity.png,user_hic_5k_net_6.png
162,12,,,,,1.719,Option 2,user_movies_fv_10_connected_components.png,user_map_of_science_den_0_5_10_connected_components.png,user_bn-mouse-visual-cortex-2_ecc_10_connected_components.png,user_map_of_science_ecc_10_connected_components.png,user_map_of_science.png
169,12,,,,,2.521,Option 2,user_bcsstk22_pr_0_85_6_connected_components.png,user_movies_agd_6_connected_components.png,user_movies_fv_6_connected_components.png,"user_random_lobster(100,0_6,0_4)_den_0_5_6_connected_components.png",user_movies.png
176,12,,,,,4.371,Option 2,"user_ring_of_cliques(6,70)_pr_0_85_6_async_label_prop.png",user_bn-mouse-visual-cortex-2_fv_6_async_label_prop.png,user_bcsstk20_fv_6_async_label_prop.png,user_bn-mouse-visual-cortex-2_agd_6_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
182,12,,,,,3.04,Option 1,"user_ring_of_cliques(6,70)_agd_10_async_label_prop.png",user_enron-email_fv_10_async_label_prop.png,"user_ring_of_cliques(6,70)_den_0_5_10_async_label_prop.png",user_bio-diseasome_fv_10_async_label_prop.png,"user_ring_of_cliques(6,70).png"
185,12,,,,,2.469,Option 2,user_bcsstk_agd_10_async_label_prop.png,user_bcsstk22_den_0_5_10_async_label_prop.png,user_bcsstk22_ecc_10_async_label_prop.png,"user_random_lobster(100,0_6,0_4)_pr_0_85_10_async_label_prop.png",user_bcsstk22.png
191,12,,,,,3.651,Option 2,"user_ring_of_cliques(6,70)_agd_30_connected_components.png",user_caltech_ecc_30_connected_components.png,user_enron-email_den_0_5_30_connected_components.png,user_caltech_fv_30_connected_components.png,user_caltech.png
200,12,,,,,5.985,Option 4,user_dorogovtsev_goltsev_mendes_graph(5)_fv_10_async_label_prop.png,user_circular_ladder_graph(100)_fv_10_async_label_prop.png,user_caltech_agd_10_async_label_prop.png,user_caltech_den_0_5_10_async_label_prop.png,user_caltech.png
207,12,,,,,2.34,Option 4,user_bn-mouse-visual-cortex-2_fv_30_async_label_prop.png,user_bio-diseasome_ecc_30_async_label_prop.png,"user_random_lobster(100,0_6,0_4)_ecc_30_async_label_prop.png",user_bn-mouse-visual-cortex-2_ecc_30_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
220,12,,,,,3.563,Option 2,user_enron-email_den_0_5_10_async_label_prop.png,user_enron-email_ecc_10_async_label_prop.png,user_circular_ladder_graph(100)_fv_10_async_label_prop.png,"user_ring_of_cliques(6,70)_den_0_5_10_async_label_prop.png",user_enron-email.png
1093,13,45,F,Y,3,,,,,,,
1095,13,,,,,14.904,Option 1,user_enron-email_ecc_20_connected_components.png,user_bio-diseasome_pr_0_85_20_connected_components.png,user_bcsstk22_den_0_5_20_connected_components.png,user_enron-email_pr_0_85_20_connected_components.png,user_enron-email.png
1096,13,,,,,10.232,Option 4,user_circular_ladder_graph(100)_fv_6_modularity.png,user_bn-mouse-visual-cortex-2_fv_6_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_fv_6_modularity.png","user_watts_strogatz_graph(100,5,0.05)_agd_6_modularity.png","user_watts_strogatz_graph(100,5,0.05).png"
1097,13,,,,,17.051,Expired,user_enron-email_den_0_5_6_async_label_prop.png,user_bcsstk_den_0_5_6_async_label_prop.png,"user_ring_of_cliques(6,70)_den_0_5_6_async_label_prop.png",user_bcsstk_pr_0_85_6_async_label_prop.png,user_bcsstk.png
1098,13,,,,,17.37,Expired,user_circular_ladder_graph(100)_pr_0_85_20_connected_components.png,"user_connected_caveman_graph(15,30)_pr_0_85_20_connected_components.png",user_circular_ladder_graph(100)_den_0_5_20_connected_components.png,user_bcsstk20_ecc_20_connected_components.png,user_circular_ladder_graph(100).png
1099,13,,,,,9.296,Option 1,user_bio-diseasome_ecc_10_modularity.png,user_bio-diseasome_pr_0_85_10_modularity.png,"user_ring_of_cliques(6,70)_fv_10_modularity.png",user_bn-mouse-visual-cortex-2_den_0_5_10_modularity.png,user_bio-diseasome.png
1100,13,,,,,3.249,Option 2,user_movies_fv_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_30_modularity.png,"user_random_lobster(100,0_6,0_4)_agd_30_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5)_fv_30_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1101,13,,,,,4.99,Option 2,"user_ring_of_cliques(6,70)_pr_0_85_10_async_label_prop.png",user_bcsstk22_fv_10_async_label_prop.png,user_bcsstk22_pr_0_85_10_async_label_prop.png,user_caltech_den_0_5_10_async_label_prop.png,user_bcsstk22.png
1102,13,,,,,4.972,Option 3,"user_ring_of_cliques(6,70)_fv_6_modularity.png",user_usair97_fv_6_modularity.png,user_usair97_pr_0_85_6_modularity.png,"user_barbell_graph(50,20)_pr_0_85_6_modularity.png",user_usair97.png
1103,13,,,,,10.868,Option 2,user_movies_agd_10_connected_components.png,user_movies_den_0_5_10_connected_components.png,"user_connected_caveman_graph(15,30)_fv_10_connected_components.png","user_random_lobster(100,0_6,0_4)_fv_10_connected_components.png",user_movies.png
1104,13,,,,,11.961,Option 1,user_bio-celegans_ecc_6_modularity.png,user_bio-celegans_fv_6_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_6_modularity.png,user_movies_pr_0_85_6_modularity.png,user_bio-celegans.png
1105,13,,,,,5.439,Option 1,user_bio-diseasome_ecc_10_connected_components.png,"user_ring_of_cliques(6,70)_pr_0_85_10_connected_components.png",user_usair97_den_0_5_10_connected_components.png,user_usair97_fv_10_connected_components.png,user_usair97.png
1106,13,,,,,3.912,Option 3,user_circular_ladder_graph(100)_agd_6_modularity.png,user_bcsstk20_ecc_6_modularity.png,"user_random_lobster(100,0_6,0_4)_ecc_6_modularity.png",user_circular_ladder_graph(100)_fv_6_modularity.png,user_circular_ladder_graph(100).png
1107,13,,,,,3.116,Option 2,user_caltech_fv_30_connected_components.png,user_caltech_pr_0_85_30_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_30_connected_components.png,"user_barbell_graph(50,20)_fv_30_connected_components.png",user_caltech.png
1108,13,,,,,2.702,Option 2,"user_ring_of_cliques(6,70)_agd_20_async_label_prop.png",user_bcsstk_ecc_20_async_label_prop.png,user_bcsstk_pr_0_85_20_async_label_prop.png,user_circular_ladder_graph(100)_agd_20_async_label_prop.png,user_bcsstk.png
1109,13,,,,,3.446,Option 3,"user_barbell_graph(50,20)_pr_0_85_6_modularity.png",user_bio-diseasome_den_0_5_6_modularity.png,user_bio-diseasome_ecc_6_modularity.png,user_movies_fv_6_modularity.png,user_bio-diseasome.png
1110,13,,,,,5.552,Option 3,"user_barbell_graph(50,20)_den_0_5_30_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_30_modularity.png,user_map_of_science_den_0_5_30_modularity.png,user_map_of_science_pr_0_85_30_modularity.png,user_map_of_science.png
1111,13,,,,,2.745,Option 1,"user_connected_caveman_graph(15,30)_agd_20_async_label_prop.png","user_watts_strogatz_graph(100,5,0.05)_agd_20_async_label_prop.png","user_connected_caveman_graph(15,30)_den_0_5_20_async_label_prop.png",user_map_of_science_pr_0_85_20_async_label_prop.png,"user_connected_caveman_graph(15,30).png"
1112,13,,,,,4.109,Option 2,"user_random_lobster(100,0_6,0_4)_ecc_10_async_label_prop.png","user_random_lobster(100,0_6,0_4)_fv_10_async_label_prop.png","user_connected_caveman_graph(15,30)_fv_10_async_label_prop.png",user_movies_pr_0_85_10_async_label_prop.png,"user_random_lobster(100,0_6,0_4).png"
1113,13,,,,,5.04,Option 2,user_bcsstk20_agd_20_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_fv_20_modularity.png",user_bcsstk20_ecc_20_modularity.png,"user_random_lobster(100,0_6,0_4)_ecc_20_modularity.png",user_bcsstk20.png
1114,13,,,,,4.062,Option 3,user_bcsstk20_agd_30_connected_components.png,user_caltech_ecc_30_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_ecc_30_connected_components.png",user_bcsstk20_pr_0_85_30_connected_components.png,user_bcsstk20.png
1115,13,,,,,5.712,Option 1,user_bn-mouse-visual-cortex-2_pr_0_85_30_async_label_prop.png,user_bcsstk_agd_30_async_label_prop.png,user_enron-email_den_0_5_30_async_label_prop.png,user_bn-mouse-visual-cortex-2_fv_30_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
1116,13,,,,,4.75,Option 2,user_movies_ecc_6_connected_components.png,user_map_of_science_den_0_5_6_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_6_connected_components.png",user_movies_fv_6_connected_components.png,user_movies.png
1117,13,,,,,3.607,Option 4,user_movies_agd_6_connected_components.png,user_bio-celegans_pr_0_85_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_6_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5).png
1118,13,,,,,4.973,Option 4,user_movies_fv_10_connected_components.png,user_hic_5k_net_6_agd_10_connected_components.png,user_bio-celegans_ecc_10_connected_components.png,user_hic_5k_net_6_pr_0_85_10_connected_components.png,user_hic_5k_net_6.png
1119,13,,,,,4.284,Option 4,user_map_of_science_fv_6_connected_components.png,user_hic_5k_net_6_pr_0_85_6_connected_components.png,user_circular_ladder_graph(100)_ecc_6_connected_components.png,user_map_of_science_pr_0_85_6_connected_components.png,user_map_of_science.png
1120,13,,,,,4.441,Unsure,"user_ring_of_cliques(6,70)_den_0_5_30_connected_components.png","user_random_lobster(100,0_6,0_4)_den_0_5_30_connected_components.png",user_bcsstk22_pr_0_85_30_connected_components.png,"user_ring_of_cliques(6,70)_pr_0_85_30_connected_components.png","user_ring_of_cliques(6,70).png"
1121,13,,,,,3.732,Option 3,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_30_connected_components.png,user_hic_5k_net_6_ecc_30_connected_components.png,user_hic_5k_net_6_fv_30_connected_components.png,user_movies_agd_30_connected_components.png,user_hic_5k_net_6.png
1122,13,,,,,5.121,Option 2,"user_connected_caveman_graph(15,30)_fv_10_modularity.png","user_watts_strogatz_graph(100,5,0.05)_agd_10_modularity.png",user_bcsstk_agd_10_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_10_modularity.png","user_watts_strogatz_graph(100,5,0.05).png"
1123,13,,,,,4.045,Option 1,user_bio-celegans_agd_20_connected_components.png,user_bio-celegans_pr_0_85_20_connected_components.png,user_bio-diseasome_ecc_20_connected_components.png,user_movies_agd_20_connected_components.png,user_bio-celegans.png
1124,13,,,,,2.912,Option 2,user_bio-celegans_pr_0_85_10_modularity.png,"user_barbell_graph(50,20)_agd_10_modularity.png","user_barbell_graph(50,20)_fv_10_modularity.png",user_circular_ladder_graph(100)_agd_10_modularity.png,"user_barbell_graph(50,20).png"
1125,13,,,,,5.814,Option 3,user_bn-mouse-visual-cortex-2_agd_20_connected_components.png,"user_ring_of_cliques(6,70)_agd_20_connected_components.png","user_barbell_graph(50,20)_agd_20_connected_components.png","user_barbell_graph(50,20)_pr_0_85_20_connected_components.png","user_barbell_graph(50,20).png"
1126,13,,,,,3.348,Option 2,"user_random_lobster(100,0_6,0_4)_pr_0_85_6_async_label_prop.png","user_random_lobster(100,0_6,0_4)_den_0_5_6_async_label_prop.png",user_bcsstk_agd_6_async_label_prop.png,user_bn-mouse-visual-cortex-2_den_0_5_6_async_label_prop.png,"user_random_lobster(100,0_6,0_4).png"
1127,13,,,,,4.192,Unsure,"user_connected_caveman_graph(15,30)_pr_0_85_6_connected_components.png",user_bio-diseasome_agd_6_connected_components.png,"user_connected_caveman_graph(15,30)_fv_6_connected_components.png",user_bio-celegans_fv_6_connected_components.png,"user_connected_caveman_graph(15,30).png"
1128,13,,,,,4.828,Option 1,user_enron-email_den_0_5_30_async_label_prop.png,user_map_of_science_pr_0_85_30_async_label_prop.png,user_hic_5k_net_6_ecc_30_async_label_prop.png,user_enron-email_fv_30_async_label_prop.png,user_enron-email.png
1129,13,,,,,2.9,Option 2,user_bio-diseasome_ecc_20_modularity.png,user_bcsstk22_pr_0_85_20_modularity.png,user_bcsstk22_fv_20_modularity.png,user_bio-celegans_pr_0_85_20_modularity.png,user_bcsstk22.png
1130,13,,,,,4.785,Option 1,"user_ring_of_cliques(6,70)_agd_6_modularity.png",user_bcsstk_den_0_5_6_modularity.png,"user_barbell_graph(50,20)_agd_6_modularity.png","user_ring_of_cliques(6,70)_pr_0_85_6_modularity.png","user_ring_of_cliques(6,70).png"
1131,13,,,,,5.175,Option 2,"user_barbell_graph(50,20)_fv_6_modularity.png",user_bn-mouse-visual-cortex-2_ecc_6_modularity.png,user_circular_ladder_graph(100)_agd_6_modularity.png,user_bn-mouse-visual-cortex-2_fv_6_modularity.png,user_bn-mouse-visual-cortex-2.png
215,14,35,M,N,2,,,,,,,
248,14,,,,,12.045,Option 2,user_bio-diseasome_den_0_5_30_async_label_prop.png,user_bn-mouse-visual-cortex-2_den_0_5_30_async_label_prop.png,user_caltech_den_0_5_30_async_label_prop.png,user_bn-mouse-visual-cortex-2_fv_30_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
262,14,,,,,8.585,Option 2,user_caltech_den_0_5_30_async_label_prop.png,user_enron-email_agd_30_async_label_prop.png,user_enron-email_den_0_5_30_async_label_prop.png,user_movies_pr_0_85_30_async_label_prop.png,user_enron-email.png
274,14,,,,,6.479,Option 2,"user_watts_strogatz_graph(100,5,0.05)_den_0_5_6_async_label_prop.png",user_bcsstk_fv_6_async_label_prop.png,user_map_of_science_agd_6_async_label_prop.png,user_bcsstk_agd_6_async_label_prop.png,user_bcsstk.png
290,14,,,,,9.093,Option 3,"user_ring_of_cliques(6,70)_agd_10_async_label_prop.png","user_watts_strogatz_graph(100,5,0.05)_fv_10_async_label_prop.png","user_ring_of_cliques(6,70)_pr_0_85_10_async_label_prop.png",user_circular_ladder_graph(100)_pr_0_85_10_async_label_prop.png,"user_ring_of_cliques(6,70).png"
307,14,,,,,8.88,Option 3,user_bcsstk20_agd_6_async_label_prop.png,user_bcsstk_fv_6_async_label_prop.png,user_map_of_science_den_0_5_6_async_label_prop.png,user_map_of_science_agd_6_async_label_prop.png,user_map_of_science.png
318,14,,,,,5.974,Option 3,"user_random_lobster(100,0_6,0_4)_ecc_20_connected_components.png","user_barbell_graph(50,20)_fv_20_connected_components.png","user_random_lobster(100,0_6,0_4)_pr_0_85_20_connected_components.png",user_map_of_science_pr_0_85_20_connected_components.png,"user_random_lobster(100,0_6,0_4).png"
332,14,,,,,8.673,Option 1,user_bio-diseasome_den_0_5_6_modularity.png,user_bio-diseasome_agd_6_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_6_modularity.png,user_bcsstk20_agd_6_modularity.png,user_bio-diseasome.png
340,14,,,,,10.021,Option 2,user_movies_agd_20_async_label_prop.png,user_bcsstk22_agd_20_async_label_prop.png,user_bcsstk22_den_0_5_20_async_label_prop.png,"user_connected_caveman_graph(15,30)_pr_0_85_20_async_label_prop.png",user_bcsstk22.png
360,14,,,,,12.478,Option 3,user_bio-diseasome_ecc_20_modularity.png,user_bcsstk22_den_0_5_20_modularity.png,user_circular_ladder_graph(100)_fv_20_modularity.png,user_circular_ladder_graph(100)_ecc_20_modularity.png,user_circular_ladder_graph(100).png
366,14,,,,,7.261,Option 1,user_hic_5k_net_6_agd_10_connected_components.png,user_usair97_ecc_10_connected_components.png,user_hic_5k_net_6_ecc_10_connected_components.png,user_caltech_den_0_5_10_connected_components.png,user_hic_5k_net_6.png
379,14,,,,,8.996,Option 2,user_bio-diseasome_fv_10_async_label_prop.png,user_bio-diseasome_ecc_10_async_label_prop.png,user_bcsstk_ecc_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_pr_0_85_10_async_label_prop.png,user_bio-diseasome.png
388,14,,,,,6.577,Option 1,user_dorogovtsev_goltsev_mendes_graph(5)_fv_6_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_6_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_ecc_6_modularity.png","user_barbell_graph(50,20)_fv_6_modularity.png",user_dorogovtsev_goltsev_mendes_graph(5).png
400,14,,,,,5.286,Option 4,"user_barbell_graph(50,20)_den_0_5_6_connected_components.png",user_caltech_ecc_6_connected_components.png,user_bio-diseasome_pr_0_85_6_connected_components.png,"user_barbell_graph(50,20)_ecc_6_connected_components.png","user_barbell_graph(50,20).png"
415,14,,,,,10.113,Option 1,"user_watts_strogatz_graph(100,5,0.05)_ecc_30_connected_components.png",user_hic_5k_net_6_fv_30_connected_components.png,user_bn-mouse-visual-cortex-2_ecc_30_connected_components.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_30_connected_components.png","user_watts_strogatz_graph(100,5,0.05).png"
425,14,,,,,6.954,Option 4,user_circular_ladder_graph(100)_pr_0_85_20_modularity.png,user_enron-email_fv_20_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_20_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_20_modularity.png,user_dorogovtsev_goltsev_mendes_graph(5).png
433,14,,,,,4.324,Option 4,user_map_of_science_ecc_6_async_label_prop.png,user_bcsstk20_den_0_5_6_async_label_prop.png,user_movies_pr_0_85_6_async_label_prop.png,user_movies_ecc_6_async_label_prop.png,user_movies.png
444,14,,,,,5.579,Option 3,user_bio-diseasome_agd_10_async_label_prop.png,"user_watts_strogatz_graph(100,5,0.05)_den_0_5_10_async_label_prop.png","user_watts_strogatz_graph(100,5,0.05)_agd_10_async_label_prop.png",user_hic_5k_net_6_den_0_5_10_async_label_prop.png,"user_watts_strogatz_graph(100,5,0.05).png"
450,14,,,,,4.559,Option 2,user_bcsstk22_den_0_5_10_modularity.png,user_bn-mouse-visual-cortex-2_den_0_5_10_modularity.png,user_bio-diseasome_fv_10_modularity.png,user_bn-mouse-visual-cortex-2_pr_0_85_10_modularity.png,user_bn-mouse-visual-cortex-2.png
462,14,,,,,4.322,Option 2,user_bio-diseasome_agd_10_modularity.png,"user_connected_caveman_graph(15,30)_agd_10_modularity.png",user_enron-email_den_0_5_10_modularity.png,"user_connected_caveman_graph(15,30)_fv_10_modularity.png","user_connected_caveman_graph(15,30).png"
470,14,,,,,4.555,Option 4,user_bio-diseasome_pr_0_85_20_modularity.png,"user_random_lobster(100,0_6,0_4)_pr_0_85_20_modularity.png","user_watts_strogatz_graph(100,5,0.05)_agd_20_modularity.png","user_random_lobster(100,0_6,0_4)_ecc_20_modularity.png","user_random_lobster(100,0_6,0_4).png"
484,14,,,,,7.577,Option 4,"user_barbell_graph(50,20)_ecc_6_modularity.png",user_bcsstk_fv_6_modularity.png,user_enron-email_agd_6_modularity.png,user_bcsstk_pr_0_85_6_modularity.png,user_bcsstk.png
500,14,,,,,6.917,Option 3,user_map_of_science_den_0_5_6_async_label_prop.png,user_circular_ladder_graph(100)_ecc_6_async_label_prop.png,user_circular_ladder_graph(100)_fv_6_async_label_prop.png,user_bcsstk22_fv_6_async_label_prop.png,user_circular_ladder_graph(100).png
513,14,,,,,8.123,Option 3,"user_ring_of_cliques(6,70)_pr_0_85_6_async_label_prop.png",user_bio-celegans_fv_6_async_label_prop.png,user_bio-celegans_agd_6_async_label_prop.png,user_movies_den_0_5_6_async_label_prop.png,user_bio-celegans.png
526,14,,,,,5.432,Option 3,user_bio-celegans_pr_0_85_20_async_label_prop.png,user_bio-celegans_den_0_5_20_async_label_prop.png,user_enron-email_agd_20_async_label_prop.png,"user_barbell_graph(50,20)_agd_20_async_label_prop.png",user_bio-celegans.png
533,14,,,,,4.157,Option 1,user_caltech_ecc_6_connected_components.png,"user_connected_caveman_graph(15,30)_pr_0_85_6_connected_components.png",user_bcsstk20_den_0_5_6_connected_components.png,user_caltech_den_0_5_6_connected_components.png,user_caltech.png
544,14,,,,,5.049,Option 1,user_bcsstk20_agd_20_connected_components.png,user_bcsstk20_den_0_5_20_connected_components.png,user_usair97_den_0_5_20_connected_components.png,user_bio-celegans_den_0_5_20_connected_components.png,user_bcsstk20.png
561,14,,,,,11.22,Option 3,user_bio-diseasome_pr_0_85_20_modularity.png,user_usair97_agd_20_modularity.png,user_usair97_ecc_20_modularity.png,"user_ring_of_cliques(6,70)_pr_0_85_20_modularity.png",user_usair97.png
571,14,,,,,5.645,Option 4,user_bcsstk22_ecc_10_connected_components.png,user_enron-email_agd_10_connected_components.png,"user_connected_caveman_graph(15,30)_agd_10_connected_components.png","user_connected_caveman_graph(15,30)_den_0_5_10_connected_components.png","user_connected_caveman_graph(15,30).png"
583,14,,,,,6.927,Option 1,user_map_of_science_den_0_5_6_modularity.png,"user_connected_caveman_graph(15,30)_pr_0_85_6_modularity.png",user_map_of_science_agd_6_modularity.png,user_bn-mouse-visual-cortex-2_pr_0_85_6_modularity.png,user_map_of_science.png
588,14,,,,,2.872,Option 4,user_bcsstk22_pr_0_85_20_async_label_prop.png,user_caltech_fv_20_async_label_prop.png,"user_barbell_graph(50,20)_den_0_5_20_async_label_prop.png",user_bcsstk22_fv_20_async_label_prop.png,user_bcsstk22.png
593,14,,,,,3.742,Option 3,user_usair97_den_0_5_30_async_label_prop.png,user_bcsstk_agd_30_async_label_prop.png,user_usair97_pr_0_85_30_async_label_prop.png,user_bcsstk22_pr_0_85_30_async_label_prop.png,user_usair97.png
605,14,,,,,5.657,Option 1,user_movies_den_0_5_20_modularity.png,user_bcsstk22_pr_0_85_20_modularity.png,user_bcsstk_ecc_20_modularity.png,user_movies_agd_20_modularity.png,user_movies.png
610,14,,,,,5.391,Option 3,user_enron-email_den_0_5_6_connected_components.png,user_movies_fv_6_connected_components.png,user_bcsstk20_pr_0_85_6_connected_components.png,user_enron-email_ecc_6_connected_components.png,user_enron-email.png
616,14,,,,,4.165,Option 1,user_hic_5k_net_6_pr_0_85_10_connected_components.png,user_hic_5k_net_6_ecc_10_connected_components.png,user_bn-mouse-visual-cortex-2_pr_0_85_10_connected_components.png,user_bio-celegans_fv_10_connected_components.png,user_hic_5k_net_6.png
622,14,,,,,4.436,Option 4,user_bio-celegans_fv_20_async_label_prop.png,user_bcsstk20_ecc_20_async_label_prop.png,user_enron-email_ecc_20_async_label_prop.png,user_bcsstk20_den_0_5_20_async_label_prop.png,user_bcsstk20.png
637,14,,,,,12.126,Option 4,user_bio-diseasome_fv_10_connected_components.png,user_movies_ecc_10_connected_components.png,"user_ring_of_cliques(6,70)_den_0_5_10_connected_components.png","user_ring_of_cliques(6,70)_pr_0_85_10_connected_components.png","user_ring_of_cliques(6,70).png"
642,14,,,,,2.311,Option 1,user_caltech_pr_0_85_30_async_label_prop.png,user_bcsstk20_den_0_5_30_async_label_prop.png,user_caltech_fv_30_async_label_prop.png,user_map_of_science_den_0_5_30_async_label_prop.png,user_caltech.png
281,15,35,M,N,3,,,,,,,
306,15,,,,,9.153,Option 2,user_dorogovtsev_goltsev_mendes_graph(5)_den_0_5_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_ecc_10_connected_components.png,user_bn-mouse-visual-cortex-2_agd_10_connected_components.png,user_enron-email_pr_0_85_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5).png
312,15,,,,,2.757,Option 2,user_bcsstk22_ecc_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_ecc_10_async_label_prop.png,user_bn-mouse-visual-cortex-2_fv_10_async_label_prop.png,user_movies_den_0_5_10_async_label_prop.png,user_bn-mouse-visual-cortex-2.png
320,15,,,,,5.304,Option 4,user_circular_ladder_graph(100)_pr_0_85_30_async_label_prop.png,user_circular_ladder_graph(100)_ecc_30_async_label_prop.png,user_bio-diseasome_pr_0_85_30_async_label_prop.png,user_bcsstk22_pr_0_85_30_async_label_prop.png,user_circular_ladder_graph(100).png
327,15,,,,,4.636,Option 3,user_bn-mouse-visual-cortex-2_pr_0_85_20_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_pr_0_85_20_modularity.png",user_bcsstk20_den_0_5_20_modularity.png,"user_watts_strogatz_graph(100,5,0.05)_den_0_5_20_modularity.png","user_watts_strogatz_graph(100,5,0.05).png"
334,15,,,,,5.184,Option 3,user_enron-email_agd_30_connected_components.png,user_caltech_fv_30_connected_components.png,user_bcsstk20_agd_30_connected_components.png,user_bcsstk20_den_0_5_30_connected_components.png,user_bcsstk20.png
339,15,,,,,5.513,Option 4,user_enron-email_ecc_20_modularity.png,user_map_of_science_pr_0_85_20_modularity.png,user_movies_fv_20_modularity.png,user_movies_agd_20_modularity.png,user_movies.png
346,15,,,,,4.52,Option 2,user_usair97_pr_0_85_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_pr_0_85_10_connected_components.png,user_movies_fv_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5).png
356,15,,,,,5.748,Option 2,user_hic_5k_net_6_pr_0_85_6_modularity.png,"user_random_lobster(100,0_6,0_4)_den_0_5_6_modularity.png",user_bcsstk_pr_0_85_6_modularity.png,"user_random_lobster(100,0_6,0_4)_pr_0_85_6_modularity.png","user_random_lobster(100,0_6,0_4).png"
363,15,,,,,6.386,Option 4,user_bio-celegans_ecc_10_connected_components.png,user_dorogovtsev_goltsev_mendes_graph(5)_agd_10_connected_components.png,user_bn-mouse-visual-cortex-2_fv_10_connected_components.png,user_bio-celegans_agd_10_connected_components.png,user_bio-celegans.png
374,15,,,,,7.436,Option 3,user_movies_fv_20_connected_components.png,user_usair97_ecc_20_connected_components.png,user_movies_agd_20_connected_components.png,user_bcsstk22_agd_20_connected_components.png,user_movies.png
384,15,,,,,5.744,Option 4,user_bcsstk_pr_0_85_20_async_label_prop.png,user_enron-email_ecc_20_async_label_prop.png,"user_barbell_graph(50,20)_den_0_5_20_async_label_prop.png",user_enron-email_den_0_5_20_async_label_prop.png,user_enron-email.png
